TransactionID,Date,CustomerID,ItemsPurchased,TotalAmount,StoreLocation,PaymentMethod,PurchaseCategory,DiscountApplied,TimeOfDay
3892,2024-09-26,C3284,Bread,150.58,Downtown,Debit Card,Books,True,Afternoon
3893,2024-08-14,C7694,"Butter, Pasta, Bread, Fruits",14.42,Suburbs,Debit Card,Electronics,False,Night
3894,2024-08-24,C9157,"Eggs, Chicken, Fruits, Cheese, Rice",26.89,Suburbs,Cash,Books,False,Afternoon
3895,2024-04-18,C8853,Pasta,13.6,Suburbs,Credit Card,Books,False,Evening
3896,2024-08-23,C5508,Chicken,12.21,Mall,Cash,Groceries,False,Evening
3897,2024-07-11,C5068,"Eggs, Bread, Butter, Milk",188.68,Rural,Debit Card,Household,False,Evening
3898,2024-02-06,C2041,Butter,140.77,Rural,Credit Card,Household,True,Night
3899,2024-08-03,C4856,"Cheese, Milk, Bread, Eggs",115.27,Downtown,Debit Card,Household,False,Afternoon
3900,2024-01-18,C1044,"Cheese, Fruits, Butter",170.76,Mall,Debit Card,Books,False,Morning
3901,2024-08-04,C7991,"Eggs, Chicken",137.46,Mall,Cash,Clothing,False,Afternoon
3902,2024-09-26,C4975,"Butter, Milk, Fruits, Chicken, Bread",160.78,Downtown,Mobile Payment,Clothing,False,Morning
3903,2024-02-10,C6441,"Bread, Fruits, Cheese, Eggs, Chicken",88.5,Mall,Credit Card,Household,True,Afternoon
3904,2024-05-24,C6041,"Pasta, Eggs, Cheese, Bread, Fruits",27.67,Suburbs,Mobile Payment,Groceries,False,Afternoon
3905,2024-04-02,C4891,"Butter, Vegetables",48.2,Suburbs,Credit Card,Groceries,True,Morning
3906,2024-11-19,C6005,"Butter, Bread",151.69,Suburbs,Mobile Payment,Groceries,False,Evening
3907,2024-10-24,C4940,"Rice, Chicken, Butter, Bread, Vegetables",56.73,Mall,Debit Card,Books,False,Night
3908,2024-09-25,C9886,"Vegetables, Pasta",92.92,Mall,Cash,Household,True,Evening
3909,2024-08-12,C2474,Bread,175.7,Rural,Debit Card,Electronics,False,Afternoon
3910,2024-08-08,C5475,"Rice, Chicken",48.87,Rural,Mobile Payment,Clothing,False,Night
3911,2024-05-24,C5438,"Eggs, Pasta, Vegetables",122.54,Mall,Cash,Electronics,False,Evening
3912,2024-01-28,C4985,"Butter, Pasta",92.64,Downtown,Cash,Electronics,True,Afternoon
3913,2024-01-04,C8375,Pasta,11.61,Suburbs,Credit Card,Electronics,True,Evening
3914,2024-06-27,C5905,"Bread, Butter, Cheese, Eggs, Milk",64.57,Suburbs,Debit Card,Groceries,False,Evening
3915,2024-02-24,C9853,"Pasta, Milk, Cheese, Butter, Bread",90.11,Suburbs,Cash,Groceries,True,Morning
3916,2024-08-14,C9394,Bread,78.37,Rural,Cash,Groceries,False,Night
3917,2024-07-10,C7030,"Fruits, Vegetables, Milk",120.78,Downtown,Debit Card,Books,True,Afternoon
3918,2024-04-24,C8114,Fruits,177.07,Suburbs,Cash,Electronics,True,Morning
3919,2024-11-26,C8495,"Rice, Vegetables, Eggs, Chicken, Cheese",49.65,Suburbs,Credit Card,Clothing,True,Evening
3920,2024-08-12,C6346,"Pasta, Milk, Vegetables",36.17,Mall,Credit Card,Books,False,Morning
3921,2024-01-28,C9378,Eggs,33.88,Mall,Credit Card,Groceries,True,Night
3922,2024-04-25,C4684,Eggs,156.49,Rural,Mobile Payment,Groceries,True,Afternoon
3923,2024-10-19,C1383,"Cheese, Chicken, Bread, Milk",58.8,Suburbs,Debit Card,Household,True,Night
3924,2024-04-06,C9166,"Eggs, Milk",39.92,Mall,Debit Card,Electronics,False,Night
3925,2024-04-04,C7941,"Cheese, Vegetables, Butter",53.13,Rural,Mobile Payment,Groceries,True,Afternoon
3926,2024-02-04,C5660,"Rice, Eggs, Cheese, Chicken",78.29,Rural,Mobile Payment,Books,True,Afternoon
3927,2024-10-19,C9270,"Butter, Pasta",106.54,Rural,Mobile Payment,Electronics,True,Evening
3928,2024-02-13,C3921,"Eggs, Cheese, Pasta, Chicken",22.58,Downtown,Credit Card,Clothing,True,Afternoon
3929,2024-07-12,C4323,"Milk, Eggs, Vegetables",95.24,Downtown,Credit Card,Groceries,False,Night
3930,2024-06-12,C1553,"Chicken, Fruits, Rice",54.4,Mall,Debit Card,Groceries,False,Evening
3931,2024-07-06,C2867,Fruits,19.21,Suburbs,Cash,Books,False,Morning
3932,2024-08-21,C9753,Eggs,67.29,Downtown,Credit Card,Books,False,Afternoon
3933,2024-03-26,C5705,"Butter, Cheese, Vegetables, Fruits",190.34,Downtown,Mobile Payment,Clothing,False,Evening
3934,2024-10-04,C7997,"Fruits, Chicken",155.04,Rural,Debit Card,Books,True,Afternoon
3935,2024-11-15,C7880,Fruits,107.73,Suburbs,Debit Card,Groceries,True,Evening
3936,2024-01-23,C4015,"Eggs, Rice, Vegetables",192.26,Suburbs,Mobile Payment,Groceries,False,Morning
3937,2024-04-19,C1174,"Milk, Butter, Cheese, Fruits, Pasta",186.77,Downtown,Debit Card,Groceries,False,Morning
3938,2024-03-05,C2249,"Rice, Vegetables, Eggs, Chicken",160.31,Downtown,Credit Card,Clothing,False,Night
3939,2024-02-17,C4719,"Milk, Vegetables, Butter, Bread, Rice",145.68,Downtown,Cash,Clothing,False,Morning
3940,2024-01-20,C8368,"Bread, Cheese, Vegetables, Pasta, Butter",54.58,Suburbs,Mobile Payment,Electronics,False,Afternoon
3941,2024-10-07,C8644,"Milk, Butter, Bread, Eggs",112.66,Suburbs,Debit Card,Household,True,Morning
3942,2024-06-05,C2113,"Chicken, Bread",78.85,Suburbs,Cash,Books,True,Afternoon
3943,2024-06-12,C5167,"Fruits, Cheese, Bread, Butter",63.29,Suburbs,Credit Card,Household,True,Afternoon
3944,2024-01-08,C6158,"Chicken, Fruits, Milk",42.85,Mall,Credit Card,Groceries,False,Evening
3945,2024-06-24,C9975,Pasta,193.09,Rural,Credit Card,Household,True,Afternoon
3946,2024-10-25,C8387,"Pasta, Butter, Bread, Milk",26.91,Mall,Cash,Household,True,Night
3947,2024-10-01,C4004,Chicken,146.92,Downtown,Credit Card,Clothing,False,Night
3948,2024-03-26,C6020,"Rice, Eggs, Cheese, Chicken, Fruits",54.32,Rural,Debit Card,Groceries,False,Afternoon
3949,2024-11-03,C8755,Pasta,13.38,Rural,Debit Card,Books,True,Afternoon
3950,2024-05-22,C6418,"Fruits, Eggs, Pasta, Chicken, Butter",145.53,Rural,Mobile Payment,Groceries,False,Night
3951,2024-04-03,C2521,"Eggs, Bread, Cheese, Chicken, Fruits",186.79,Mall,Mobile Payment,Groceries,True,Afternoon
3952,2024-09-08,C3105,"Milk, Pasta, Vegetables, Cheese",159.19,Mall,Cash,Household,True,Night
3953,2024-09-15,C7894,"Pasta, Eggs, Butter, Cheese",86.85,Rural,Mobile Payment,Clothing,True,Night
3954,2024-03-19,C1838,"Fruits, Rice",82.88,Downtown,Credit Card,Household,True,Night
3955,2024-03-31,C9216,Chicken,92.4,Rural,Mobile Payment,Household,True,Night
3956,2024-03-21,C2822,"Fruits, Rice, Vegetables, Bread, Butter",28.99,Rural,Mobile Payment,Household,False,Morning
3957,2024-01-06,C2389,"Cheese, Chicken, Butter, Bread",31.32,Rural,Mobile Payment,Groceries,False,Morning
3958,2024-09-05,C6562,"Eggs, Chicken, Pasta, Cheese, Fruits",131.69,Downtown,Mobile Payment,Groceries,False,Evening
3959,2024-03-06,C9853,"Pasta, Rice, Cheese, Vegetables, Bread",72.99,Downtown,Credit Card,Clothing,False,Afternoon
3960,2024-03-13,C2104,"Butter, Vegetables",60.78,Downtown,Cash,Groceries,True,Night
3961,2024-05-05,C2102,"Pasta, Bread, Cheese, Milk",136.16,Downtown,Mobile Payment,Clothing,True,Afternoon
3962,2024-08-20,C2987,"Rice, Vegetables, Eggs, Chicken",195.54,Suburbs,Credit Card,Groceries,False,Night
3963,2024-11-28,C3016,"Bread, Butter, Rice, Chicken, Milk",38.52,Suburbs,Debit Card,Household,True,Night
3964,2024-07-20,C1465,"Milk, Rice",128.54,Downtown,Cash,Electronics,False,Afternoon
3965,2024-07-24,C2650,"Vegetables, Milk, Eggs",28.69,Mall,Credit Card,Electronics,True,Afternoon
3966,2024-06-25,C2155,"Pasta, Rice, Fruits",30.88,Suburbs,Debit Card,Books,False,Night
3967,2024-09-19,C8157,Butter,23.63,Suburbs,Mobile Payment,Household,False,Night
3968,2024-07-25,C9683,"Rice, Fruits, Bread, Milk",63.35,Mall,Cash,Groceries,False,Evening
3969,2024-10-11,C6353,"Pasta, Cheese, Fruits, Milk",30.8,Downtown,Mobile Payment,Books,True,Evening
3970,2024-07-27,C1997,"Rice, Fruits, Chicken, Bread",38.88,Rural,Mobile Payment,Electronics,False,Morning
3971,2024-02-26,C5635,"Chicken, Fruits, Eggs",155.1,Downtown,Credit Card,Books,False,Morning
3972,2024-08-13,C9865,Rice,105.66,Mall,Cash,Electronics,False,Night
3973,2024-05-07,C7898,"Eggs, Pasta, Cheese, Chicken",64.65,Suburbs,Cash,Clothing,True,Night
3974,2024-02-25,C2648,"Chicken, Milk, Vegetables, Cheese, Pasta",99.61,Mall,Mobile Payment,Electronics,True,Evening
3975,2024-11-04,C9156,"Rice, Fruits, Milk",79.44,Mall,Debit Card,Household,True,Night
3976,2024-02-27,C7743,"Cheese, Butter, Bread",12.05,Suburbs,Credit Card,Household,True,Afternoon
3977,2024-03-18,C7756,"Milk, Cheese, Pasta",143.49,Rural,Debit Card,Household,True,Afternoon
3978,2024-07-01,C7664,"Fruits, Eggs",98.76,Rural,Mobile Payment,Household,False,Morning
3979,2024-01-27,C4740,"Vegetables, Milk, Pasta, Rice, Fruits",6.77,Mall,Mobile Payment,Groceries,False,Night
3980,2024-10-02,C4228,"Milk, Fruits, Cheese, Vegetables",126.11,Rural,Mobile Payment,Household,True,Afternoon
3981,2024-01-07,C5838,"Fruits, Bread, Vegetables, Butter, Cheese",162.44,Rural,Credit Card,Clothing,True,Afternoon
3982,2024-04-12,C2595,"Butter, Rice, Bread, Cheese, Pasta",104.11,Suburbs,Debit Card,Electronics,True,Morning
3983,2024-07-31,C7329,"Fruits, Cheese, Bread, Eggs",155.3,Rural,Credit Card,Groceries,True,Evening
3984,2024-10-19,C8288,"Bread, Milk, Chicken, Cheese, Fruits",163.18,Rural,Cash,Groceries,True,Afternoon
3985,2024-07-14,C8323,"Fruits, Milk, Vegetables, Bread",40.55,Downtown,Cash,Books,False,Evening
3986,2024-03-30,C6788,Bread,57.14,Downtown,Cash,Electronics,False,Evening
3987,2024-02-06,C4115,"Bread, Rice",142.18,Mall,Mobile Payment,Electronics,False,Morning
3988,2024-11-29,C3119,"Pasta, Bread, Fruits, Eggs",162.92,Suburbs,Mobile Payment,Groceries,False,Night
3989,2024-06-12,C3391,"Milk, Chicken, Cheese, Fruits, Butter",54.81,Rural,Cash,Household,False,Evening
3990,2024-01-30,C9511,"Vegetables, Rice, Chicken, Fruits",105.76,Suburbs,Credit Card,Groceries,True,Afternoon
3991,2024-02-19,C8272,Butter,61.26,Suburbs,Cash,Electronics,True,Evening
3992,2024-09-10,C8431,Bread,9.18,Downtown,Cash,Electronics,False,Afternoon
3993,2024-05-17,C7804,"Milk, Cheese, Rice",64.45,Mall,Debit Card,Clothing,False,Morning
3994,2024-04-11,C8080,"Vegetables, Butter, Pasta",147.14,Mall,Credit Card,Clothing,False,Morning
3995,2024-01-07,C1914,Cheese,197.66,Downtown,Cash,Groceries,True,Evening
3996,2024-11-14,C3505,"Milk, Pasta, Cheese",69.09,Downtown,Debit Card,Clothing,False,Evening
3997,2024-04-23,C8295,"Vegetables, Bread, Chicken",150.46,Rural,Debit Card,Household,False,Night
3998,2024-04-09,C6486,"Fruits, Rice, Cheese",87.54,Mall,Debit Card,Electronics,True,Morning
3999,2024-07-22,C3942,"Vegetables, Fruits, Rice",97.27,Downtown,Cash,Books,False,Morning
4000,2024-10-16,C5734,"Pasta, Vegetables, Bread, Eggs, Chicken",93.95,Rural,Mobile Payment,Household,False,Night
4001,2024-03-03,C7487,"Vegetables, Milk",157.69,Mall,Debit Card,Electronics,False,Evening
4002,2024-10-24,C5284,"Cheese, Rice, Pasta, Chicken, Eggs",56.85,Suburbs,Mobile Payment,Books,True,Afternoon
4003,2024-03-01,C9110,"Rice, Cheese",48.53,Suburbs,Credit Card,Books,False,Afternoon
4004,2024-10-29,C9213,"Cheese, Rice",174.48,Mall,Cash,Electronics,False,Afternoon
4005,2024-09-06,C2616,Bread,98.84,Downtown,Debit Card,Books,False,Afternoon
4006,2024-10-19,C2236,"Vegetables, Chicken, Bread, Milk, Cheese",25.63,Mall,Cash,Clothing,True,Afternoon
4007,2024-07-05,C7383,"Cheese, Butter",158.94,Mall,Mobile Payment,Household,True,Morning
4008,2024-09-13,C2420,"Milk, Pasta",16.39,Mall,Cash,Electronics,True,Morning
4009,2024-05-10,C2867,"Milk, Fruits, Rice, Eggs",171.43,Downtown,Cash,Books,True,Morning
4010,2024-07-28,C9943,"Eggs, Chicken, Milk, Rice",93.87,Mall,Debit Card,Books,False,Afternoon
4011,2024-02-18,C7361,Cheese,32.17,Suburbs,Credit Card,Groceries,False,Morning
4012,2024-01-25,C1261,Bread,29.84,Suburbs,Debit Card,Groceries,True,Night
4013,2024-03-16,C6043,"Fruits, Bread, Pasta",198.05,Suburbs,Mobile Payment,Electronics,True,Evening
4014,2024-10-11,C4272,"Butter, Pasta, Chicken, Bread, Milk",39.08,Rural,Debit Card,Clothing,True,Evening
4015,2024-11-15,C2530,"Cheese, Chicken, Milk, Butter",141.39,Rural,Credit Card,Books,False,Evening
4016,2024-10-20,C6160,"Milk, Fruits, Butter, Vegetables",58.99,Rural,Credit Card,Books,False,Afternoon
4017,2024-01-02,C7372,"Butter, Chicken, Cheese, Fruits",198.57,Downtown,Cash,Household,False,Night
4018,2024-07-27,C8190,"Fruits, Vegetables",5.06,Suburbs,Credit Card,Electronics,True,Morning
4019,2024-04-09,C3947,"Bread, Butter, Fruits",21.85,Mall,Mobile Payment,Electronics,True,Night
4020,2024-11-14,C4279,"Bread, Rice, Cheese",112.39,Suburbs,Cash,Clothing,True,Night
4021,2024-09-07,C4115,"Eggs, Milk",82.22,Suburbs,Cash,Electronics,True,Morning
4022,2024-06-21,C9460,"Bread, Chicken, Milk, Rice",99.08,Mall,Cash,Electronics,True,Morning
4023,2024-10-14,C6283,"Fruits, Eggs, Rice",27.87,Rural,Debit Card,Books,False,Afternoon
4024,2024-10-05,C6593,"Eggs, Bread, Pasta",197.99,Suburbs,Debit Card,Groceries,True,Afternoon
4025,2024-02-10,C3443,"Butter, Pasta, Rice, Bread, Fruits",124.59,Mall,Debit Card,Electronics,True,Evening
4026,2024-05-27,C9413,"Rice, Bread, Fruits, Milk",83.32,Mall,Mobile Payment,Groceries,True,Night
4027,2024-03-31,C3513,"Vegetables, Rice",49.75,Rural,Debit Card,Groceries,True,Morning
4028,2024-02-18,C2903,"Bread, Milk, Chicken, Eggs",129.05,Downtown,Cash,Groceries,True,Night
4029,2024-03-13,C5954,"Chicken, Vegetables, Butter, Cheese, Milk",77.18,Mall,Debit Card,Groceries,False,Morning
4030,2024-03-12,C7846,"Eggs, Bread, Cheese, Fruits",34.86,Downtown,Mobile Payment,Books,True,Afternoon
4031,2024-08-02,C6226,Cheese,198.37,Downtown,Debit Card,Electronics,False,Morning
4032,2024-09-03,C6236,"Fruits, Bread, Cheese, Milk, Chicken",60.01,Downtown,Cash,Electronics,False,Night
4033,2024-09-07,C1518,"Rice, Pasta, Milk",14.86,Suburbs,Debit Card,Electronics,True,Morning
4034,2024-04-27,C9371,"Cheese, Fruits, Rice, Bread, Pasta",119.3,Downtown,Cash,Clothing,False,Evening
4035,2024-08-26,C6794,Fruits,147.82,Rural,Credit Card,Books,True,Afternoon
4036,2024-07-21,C8162,"Chicken, Cheese, Bread, Eggs, Rice",31.75,Suburbs,Debit Card,Books,True,Afternoon
4037,2024-02-12,C7738,"Vegetables, Fruits, Cheese",127.42,Suburbs,Debit Card,Household,False,Night
4038,2024-04-29,C5600,"Butter, Bread, Rice",26.46,Mall,Mobile Payment,Clothing,False,Night
4039,2024-07-08,C2596,"Cheese, Rice, Vegetables, Fruits",36.07,Suburbs,Mobile Payment,Clothing,True,Night
4040,2024-07-09,C3866,"Butter, Cheese, Bread",14.6,Downtown,Credit Card,Books,False,Night
4041,2024-06-27,C9783,Butter,11.44,Mall,Mobile Payment,Books,False,Night
4042,2024-11-06,C7643,"Rice, Bread, Butter",46.53,Rural,Debit Card,Electronics,True,Night
4043,2024-07-02,C3906,"Rice, Milk, Vegetables, Butter, Pasta",7.56,Downtown,Debit Card,Electronics,True,Afternoon
4044,2024-02-28,C4520,"Bread, Eggs",173.39,Downtown,Mobile Payment,Electronics,False,Morning
4045,2024-05-04,C2971,"Pasta, Cheese, Bread, Rice, Fruits",188.13,Rural,Mobile Payment,Books,True,Morning
4046,2024-03-20,C5239,"Rice, Cheese",183.98,Rural,Cash,Groceries,False,Evening
4047,2024-02-13,C3513,"Fruits, Vegetables, Eggs",130.88,Rural,Cash,Groceries,False,Morning
4048,2024-06-14,C9342,"Vegetables, Chicken",33.64,Rural,Debit Card,Clothing,False,Afternoon
4049,2024-11-26,C6092,"Milk, Eggs, Vegetables",75.45,Mall,Credit Card,Books,True,Morning
4050,2024-06-10,C2924,"Cheese, Chicken",51.84,Rural,Mobile Payment,Electronics,True,Night
4051,2024-04-12,C6012,"Eggs, Vegetables, Pasta",159.0,Downtown,Credit Card,Household,False,Morning
4052,2024-06-12,C3487,"Butter, Rice, Cheese, Vegetables",71.54,Rural,Cash,Household,False,Night
4053,2024-06-15,C8965,"Cheese, Pasta",161.27,Mall,Mobile Payment,Electronics,False,Afternoon
4054,2024-06-21,C7667,"Milk, Fruits, Butter, Rice",114.33,Rural,Debit Card,Groceries,False,Night
4055,2024-10-28,C7710,"Bread, Rice, Eggs, Vegetables",132.58,Suburbs,Mobile Payment,Groceries,False,Afternoon
4056,2024-10-17,C4050,"Eggs, Fruits, Rice, Chicken",132.14,Suburbs,Debit Card,Books,False,Afternoon
4057,2024-03-19,C5691,"Rice, Eggs, Vegetables, Fruits, Bread",146.12,Downtown,Mobile Payment,Electronics,True,Afternoon
4058,2024-05-24,C8431,"Chicken, Vegetables, Butter, Milk",194.29,Rural,Credit Card,Electronics,False,Afternoon
4059,2024-01-23,C6358,"Eggs, Vegetables",70.51,Downtown,Credit Card,Clothing,False,Afternoon
4060,2024-10-12,C8852,"Eggs, Pasta",109.39,Rural,Mobile Payment,Groceries,True,Evening
4061,2024-07-23,C7692,"Milk, Fruits, Cheese, Pasta",175.32,Mall,Mobile Payment,Clothing,True,Night
4062,2024-11-19,C9281,Milk,164.94,Rural,Credit Card,Groceries,False,Afternoon
4063,2024-10-28,C8349,Vegetables,149.56,Downtown,Cash,Groceries,True,Night
4064,2024-08-21,C7248,"Milk, Rice, Cheese, Vegetables",111.95,Rural,Mobile Payment,Groceries,True,Morning
4065,2024-02-24,C6575,"Vegetables, Cheese, Rice, Eggs, Chicken",137.82,Suburbs,Debit Card,Books,False,Afternoon
4066,2024-07-24,C4379,"Rice, Fruits, Pasta",100.03,Downtown,Cash,Books,True,Morning
4067,2024-09-07,C2428,"Cheese, Chicken",42.03,Mall,Mobile Payment,Books,True,Afternoon
4068,2024-01-09,C9362,"Pasta, Vegetables, Rice, Butter, Eggs",190.57,Mall,Debit Card,Books,False,Night
4069,2024-06-09,C9489,"Chicken, Pasta",60.43,Rural,Cash,Electronics,False,Evening
4070,2024-06-01,C3134,"Chicken, Milk, Vegetables",118.49,Suburbs,Credit Card,Electronics,False,Evening
4071,2024-01-24,C4320,"Vegetables, Fruits, Pasta, Cheese, Chicken",37.0,Mall,Cash,Books,True,Afternoon
4072,2024-07-03,C2291,"Bread, Chicken, Cheese",154.37,Suburbs,Mobile Payment,Groceries,True,Morning
4073,2024-04-17,C4638,"Chicken, Pasta, Cheese",156.43,Mall,Credit Card,Groceries,False,Morning
4074,2024-01-10,C8725,"Cheese, Pasta, Fruits, Butter, Chicken",15.24,Suburbs,Cash,Household,True,Afternoon
4075,2024-05-14,C1438,Butter,160.56,Rural,Cash,Books,True,Night
4076,2024-11-04,C4068,"Fruits, Rice",34.51,Rural,Credit Card,Groceries,True,Evening
4077,2024-04-10,C9495,"Pasta, Vegetables, Cheese",199.41,Suburbs,Mobile Payment,Electronics,False,Afternoon
4078,2024-09-22,C5783,Fruits,70.59,Rural,Debit Card,Electronics,False,Morning
4079,2024-08-22,C1739,"Pasta, Milk, Vegetables, Butter, Eggs",54.85,Mall,Credit Card,Household,False,Morning
4080,2024-08-21,C5320,Bread,195.57,Suburbs,Debit Card,Groceries,True,Night
4081,2024-01-27,C7962,Rice,120.6,Suburbs,Mobile Payment,Electronics,True,Afternoon
4082,2024-07-15,C5650,"Vegetables, Cheese, Bread, Milk",30.65,Suburbs,Debit Card,Groceries,True,Evening
4083,2024-07-29,C9555,"Pasta, Cheese, Chicken, Bread, Vegetables",114.53,Suburbs,Debit Card,Household,True,Morning
4084,2024-09-19,C8136,"Vegetables, Cheese",30.09,Mall,Debit Card,Electronics,False,Morning
4085,2024-11-03,C9477,"Butter, Milk",17.01,Suburbs,Debit Card,Groceries,False,Morning
4086,2024-04-24,C2532,"Milk, Pasta, Bread, Cheese, Butter",196.19,Rural,Mobile Payment,Books,False,Evening
4087,2024-10-25,C2816,"Vegetables, Butter, Milk",79.17,Suburbs,Cash,Groceries,False,Night
4088,2024-09-16,C3959,"Bread, Vegetables",99.38,Mall,Debit Card,Books,False,Evening
4089,2024-08-18,C3717,"Pasta, Rice, Vegetables, Milk",179.22,Mall,Debit Card,Household,False,Night
4090,2024-05-24,C8290,"Pasta, Butter, Vegetables",42.74,Rural,Mobile Payment,Groceries,False,Night
4091,2024-11-28,C1946,"Bread, Vegetables, Pasta, Milk",20.58,Downtown,Debit Card,Clothing,False,Afternoon
4092,2024-07-18,C9302,"Vegetables, Milk",178.32,Mall,Debit Card,Clothing,False,Night
4093,2024-07-30,C3025,Bread,167.13,Downtown,Debit Card,Books,False,Morning
4094,2024-06-13,C3260,"Bread, Rice, Pasta",154.4,Mall,Cash,Electronics,False,Morning
4095,2024-12-02,C7451,"Eggs, Pasta, Fruits",157.88,Rural,Credit Card,Clothing,False,Morning
4096,2024-06-11,C3168,"Milk, Butter, Chicken",133.11,Suburbs,Credit Card,Clothing,False,Night
4097,2024-08-28,C2449,"Vegetables, Butter, Bread",170.7,Downtown,Credit Card,Clothing,True,Evening
4098,2024-11-25,C2762,"Pasta, Milk, Fruits, Butter, Rice",72.31,Rural,Debit Card,Clothing,True,Morning
4099,2024-04-30,C3372,Fruits,128.72,Mall,Debit Card,Clothing,False,Evening
4100,2024-10-16,C6678,"Eggs, Milk, Pasta, Rice",198.67,Mall,Cash,Clothing,False,Morning
4101,2024-01-01,C6685,"Cheese, Eggs, Rice, Fruits, Pasta",190.99,Mall,Mobile Payment,Household,False,Morning
4102,2024-03-30,C5053,"Cheese, Pasta, Vegetables, Eggs, Bread",41.33,Suburbs,Cash,Electronics,False,Night
4103,2024-05-14,C6839,"Bread, Milk, Butter, Cheese",119.24,Downtown,Mobile Payment,Electronics,False,Evening
4104,2024-10-23,C9275,"Pasta, Butter, Milk",66.58,Mall,Cash,Books,False,Night
4105,2024-08-18,C7363,"Milk, Eggs, Butter, Cheese, Rice",108.64,Mall,Cash,Groceries,True,Night
4106,2024-01-03,C9427,"Fruits, Rice",66.33,Mall,Cash,Electronics,False,Morning
4107,2024-07-30,C3151,Pasta,80.3,Mall,Debit Card,Household,True,Night
4108,2024-06-15,C7134,"Bread, Vegetables, Fruits, Butter",97.09,Suburbs,Debit Card,Groceries,True,Morning
4109,2024-07-29,C5852,"Milk, Rice, Pasta, Chicken",133.54,Mall,Cash,Books,True,Morning
4110,2024-01-29,C2143,"Cheese, Rice, Eggs, Pasta, Chicken",105.8,Suburbs,Mobile Payment,Clothing,False,Morning
4111,2024-08-25,C4616,"Bread, Butter, Cheese, Rice",172.67,Suburbs,Credit Card,Electronics,False,Night
4112,2024-04-25,C5217,"Bread, Chicken, Milk, Rice, Eggs",47.5,Mall,Cash,Electronics,False,Afternoon
4113,2024-09-22,C5576,"Pasta, Chicken, Bread, Vegetables, Eggs",187.67,Downtown,Debit Card,Clothing,True,Night
4114,2024-04-26,C1267,"Butter, Eggs",37.81,Downtown,Debit Card,Clothing,False,Afternoon
4115,2024-02-24,C5162,"Cheese, Milk",129.77,Downtown,Cash,Clothing,False,Morning
4116,2024-07-28,C5604,"Eggs, Cheese, Chicken",60.77,Downtown,Cash,Groceries,False,Night
4117,2024-07-07,C9824,Eggs,121.85,Mall,Credit Card,Household,True,Evening
4118,2024-01-28,C1333,"Vegetables, Cheese, Fruits, Milk, Pasta",84.36,Suburbs,Mobile Payment,Electronics,True,Evening
4119,2024-09-15,C6052,"Milk, Pasta, Vegetables",131.61,Rural,Debit Card,Electronics,True,Morning
4120,2024-07-22,C4186,"Chicken, Bread",132.53,Downtown,Credit Card,Books,False,Evening
4121,2024-04-25,C9239,"Cheese, Bread",84.35,Mall,Cash,Electronics,True,Evening
4122,2024-04-25,C5674,"Milk, Eggs, Rice, Butter, Chicken",110.13,Mall,Cash,Household,False,Afternoon
4123,2024-08-02,C6377,"Cheese, Fruits, Vegetables, Bread",21.21,Mall,Debit Card,Household,True,Evening
4124,2024-12-02,C4787,"Milk, Chicken",127.04,Rural,Cash,Groceries,False,Evening
4125,2024-03-20,C6353,"Bread, Butter, Chicken, Milk, Eggs",49.29,Downtown,Credit Card,Electronics,True,Morning
4126,2024-07-31,C1857,"Vegetables, Chicken, Bread, Pasta, Butter",95.18,Rural,Credit Card,Household,False,Night
4127,2024-09-16,C5895,"Milk, Butter, Cheese, Chicken",44.87,Mall,Cash,Household,True,Morning
4128,2024-09-26,C5527,Chicken,5.0,Downtown,Credit Card,Books,False,Afternoon
4129,2024-09-08,C9410,"Bread, Vegetables",180.95,Rural,Credit Card,Household,True,Morning
4130,2024-03-28,C1242,Fruits,102.43,Downtown,Credit Card,Groceries,True,Night
4131,2024-05-14,C2984,"Cheese, Vegetables",91.75,Mall,Debit Card,Electronics,True,Morning
4132,2024-10-25,C3814,"Fruits, Butter, Chicken, Bread",73.87,Suburbs,Debit Card,Clothing,True,Evening
4133,2024-05-19,C2776,"Milk, Pasta",129.67,Suburbs,Mobile Payment,Books,False,Afternoon
4134,2024-09-16,C5154,"Cheese, Fruits, Butter",132.36,Rural,Mobile Payment,Books,False,Evening
4135,2024-11-23,C6862,"Chicken, Vegetables",5.65,Mall,Debit Card,Clothing,True,Morning
4136,2024-02-16,C5077,"Rice, Pasta, Chicken",41.02,Suburbs,Mobile Payment,Electronics,False,Afternoon
4137,2024-04-28,C4700,"Bread, Vegetables, Chicken, Eggs, Pasta",164.83,Rural,Debit Card,Household,True,Morning
4138,2024-08-17,C1352,"Pasta, Rice, Cheese, Bread, Chicken",116.01,Mall,Cash,Electronics,False,Morning
4139,2024-07-08,C3937,"Fruits, Pasta, Eggs, Milk",185.64,Mall,Cash,Clothing,True,Afternoon
4140,2024-06-14,C2025,"Cheese, Milk, Pasta, Vegetables, Bread",17.41,Rural,Mobile Payment,Household,False,Afternoon
4141,2024-06-25,C7233,"Chicken, Butter",53.39,Mall,Cash,Clothing,True,Morning
4142,2024-10-05,C9693,"Milk, Bread, Butter, Cheese, Eggs",65.08,Rural,Mobile Payment,Books,True,Afternoon
4143,2024-04-29,C6020,"Vegetables, Chicken, Rice",26.02,Mall,Credit Card,Groceries,False,Evening
4144,2024-08-24,C9527,"Pasta, Fruits, Cheese, Milk, Chicken",120.37,Suburbs,Cash,Groceries,False,Evening
