Document ID,Clause ID,Clause Text,Clause Type,Risk Level,Sentiment Label,Sentiment Score
DOC030,CL0138,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,0.49
DOC039,CL0807,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,0.64
DOC020,CL0453,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,-0.17
DOC039,CL0033,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,0.66
DOC006,CL0321,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Aggressive,-0.65
DOC040,CL0970,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Neutral,-0.19
DOC042,CL0189,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,-0.37
DOC038,CL0439,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Collaborative,-0.04
DOC017,CL0831,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Neutral,0.7
DOC022,CL0392,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,-0.08
DOC005,CL0198,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,-0.89
DOC008,CL0071,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,-0.52
DOC045,CL0608,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,High,Collaborative,0.35
DOC040,CL0315,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,0.07
DOC029,CL0245,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,-0.07
DOC039,CL0107,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Neutral,0.51
DOC007,CL0978,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,0.44
DOC043,CL0123,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,-0.25
DOC013,CL0669,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Collaborative,0.64
DOC047,CL0518,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Collaborative,0.08
DOC041,CL0378,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,-0.77
DOC045,CL0864,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,-0.13
DOC017,CL0627,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,0.32
DOC028,CL0651,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Neutral,0.41
DOC007,CL0399,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Neutral,0.8
DOC020,CL0346,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Aggressive,-0.96
DOC026,CL0567,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,0.7
DOC043,CL0134,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Neutral,0.89
DOC047,CL0851,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,0.88
DOC002,CL0132,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,0.51
DOC044,CL0946,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,-0.5
DOC045,CL0592,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Neutral,0.87
DOC014,CL0786,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.06
DOC042,CL0291,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,0.97
DOC006,CL0034,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,-0.47
DOC004,CL0155,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,0.49
DOC019,CL0688,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Neutral,-0.38
DOC044,CL0698,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Collaborative,-0.04
DOC027,CL0054,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.45
DOC043,CL0089,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,0.29
DOC014,CL0848,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,-0.41
DOC008,CL0618,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,0.11
DOC001,CL0071,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,-0.23
DOC049,CL0807,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Collaborative,-0.18
DOC048,CL0991,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Neutral,0.83
DOC036,CL0742,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,0.76
DOC012,CL0481,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,-0.98
DOC032,CL0717,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,-0.91
DOC046,CL0108,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Neutral,0.46
DOC038,CL0201,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,-0.8
DOC036,CL0306,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.5
DOC012,CL0883,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Collaborative,0.68
DOC048,CL0424,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Low,Aggressive,-0.12
DOC030,CL0203,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,0.63
DOC011,CL0018,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Collaborative,0.88
DOC032,CL0195,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,-0.29
DOC024,CL0289,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,-0.81
DOC002,CL0380,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Collaborative,0.6
DOC022,CL0922,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,High,Neutral,-0.19
DOC040,CL0476,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,-0.22
DOC023,CL0588,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,-0.86
DOC049,CL0337,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,0.1
DOC028,CL0140,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Aggressive,-0.08
DOC007,CL0956,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,Low,Neutral,0.53
DOC036,CL0243,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,-0.02
DOC019,CL0795,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,0.69
DOC011,CL0202,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Neutral,-0.9
DOC010,CL0398,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,-0.58
DOC045,CL0711,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,-0.65
DOC032,CL0600,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Low,Aggressive,0.88
DOC038,CL0742,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,0.11
DOC005,CL0757,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Collaborative,-0.87
DOC044,CL0572,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Collaborative,0.45
DOC013,CL0702,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Aggressive,-0.66
DOC026,CL0616,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Neutral,0.18
DOC021,CL0776,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,-0.57
DOC039,CL0105,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Neutral,0.85
DOC013,CL0012,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,-0.97
DOC044,CL0432,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,0.37
DOC023,CL0328,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Aggressive,-0.96
DOC035,CL0238,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Neutral,0.79
DOC039,CL0375,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Neutral,-0.9
DOC025,CL0648,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.57
DOC033,CL0425,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,0.92
DOC015,CL0055,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Aggressive,0.72
DOC036,CL0512,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,0.57
DOC023,CL0015,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,0.07
DOC009,CL0866,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,High,Collaborative,0.95
DOC046,CL0823,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,-0.5
DOC001,CL0098,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Aggressive,-0.33
DOC011,CL0914,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,-0.81
DOC025,CL0344,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,-0.52
DOC036,CL0493,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Collaborative,0.94
DOC017,CL0509,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,-0.49
DOC008,CL0271,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Aggressive,0.2
DOC032,CL0828,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Neutral,0.93
DOC025,CL0530,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,-0.32
DOC002,CL0100,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Collaborative,-0.58
DOC048,CL0880,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Aggressive,-0.0
DOC001,CL0904,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,-0.84
DOC041,CL0733,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,0.91
DOC038,CL0498,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,-0.17
DOC031,CL0926,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,-0.92
DOC005,CL0993,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Aggressive,-0.9
DOC022,CL0966,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,0.8
DOC012,CL0470,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,0.64
DOC008,CL0645,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.3
DOC033,CL0052,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Collaborative,-0.29
DOC044,CL0307,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Collaborative,-0.06
DOC017,CL0282,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Neutral,-0.25
DOC029,CL0397,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,-0.95
DOC026,CL0133,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Neutral,-0.19
DOC040,CL0895,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Neutral,-0.83
DOC050,CL0359,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,-0.84
DOC024,CL0962,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Collaborative,0.29
DOC035,CL0993,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,-0.39
DOC036,CL0198,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Neutral,-0.37
DOC006,CL0815,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,Low,Neutral,-0.0
DOC044,CL0539,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,0.85
DOC019,CL0788,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Collaborative,-0.58
DOC005,CL0124,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Collaborative,0.78
DOC006,CL0410,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,0.38
DOC029,CL0512,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,0.79
DOC029,CL0192,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,-0.93
DOC005,CL0041,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,0.45
DOC021,CL0067,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Collaborative,0.49
DOC005,CL0038,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.59
DOC038,CL0053,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,0.34
DOC039,CL0699,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Collaborative,0.05
DOC002,CL0471,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,-0.7
DOC011,CL0268,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Low,Collaborative,0.11
DOC002,CL0669,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,0.67
DOC033,CL0939,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.28
DOC049,CL0722,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Low,Collaborative,0.56
DOC012,CL0047,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,-0.85
DOC009,CL0890,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Neutral,0.31
DOC009,CL0556,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Aggressive,-0.63
DOC012,CL0367,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,-0.64
DOC008,CL0506,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Aggressive,0.34
DOC019,CL0391,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,0.85
DOC044,CL0139,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,-0.57
DOC042,CL0690,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Aggressive,0.91
DOC043,CL0975,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,-0.25
DOC036,CL0685,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Low,Aggressive,-0.14
DOC029,CL0232,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,0.9
DOC019,CL0760,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,-0.56
DOC021,CL0895,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,-0.77
DOC004,CL0237,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,-0.5
DOC025,CL0219,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,0.22
DOC041,CL0433,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.77
DOC038,CL0662,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,-0.83
DOC042,CL0944,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,-0.86
DOC014,CL0326,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,-0.84
DOC044,CL0152,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Neutral,0.2
DOC005,CL0666,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,0.68
DOC050,CL0303,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Neutral,0.51
DOC030,CL0790,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.98
DOC003,CL0983,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,0.8
DOC007,CL0001,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,0.18
DOC027,CL0887,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,-0.77
DOC006,CL0998,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,-0.73
DOC025,CL0478,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,-0.13
DOC001,CL0127,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Collaborative,-0.23
DOC017,CL0889,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Neutral,0.67
DOC042,CL0081,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,-0.98
DOC013,CL0459,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,-0.08
DOC035,CL0903,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,0.69
DOC020,CL0769,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Collaborative,0.13
DOC002,CL0302,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.41
DOC024,CL0859,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,-0.7
DOC046,CL0025,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Neutral,0.02
DOC005,CL0374,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,0.0
DOC013,CL0404,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Collaborative,0.78
DOC028,CL0376,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,-0.82
DOC016,CL0462,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,-0.15
DOC021,CL0060,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Collaborative,0.92
DOC029,CL0083,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Aggressive,0.78
DOC023,CL0905,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,0.13
DOC013,CL0134,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Neutral,-0.78
DOC014,CL0856,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,-0.42
DOC047,CL0820,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,-0.04
DOC016,CL0923,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Aggressive,-0.07
DOC020,CL0440,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,-0.11
DOC030,CL0683,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,0.55
DOC030,CL0342,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,0.29
DOC005,CL0441,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Collaborative,0.85
DOC023,CL0714,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Collaborative,-0.85
DOC011,CL0380,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,-0.67
DOC015,CL0804,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,0.35
DOC019,CL0049,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Collaborative,-0.22
DOC034,CL0581,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,0.44
DOC045,CL0061,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,-0.48
DOC010,CL0663,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,-0.34
DOC019,CL0606,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,-0.66
DOC016,CL0196,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,0.72
DOC032,CL0189,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.54
DOC026,CL0747,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Collaborative,0.01
DOC023,CL0197,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Aggressive,-0.96
DOC038,CL0002,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Neutral,0.63
DOC008,CL0728,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Collaborative,0.83
DOC034,CL0063,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,0.64
DOC047,CL0772,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,-0.96
DOC028,CL0552,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Neutral,0.73
DOC041,CL0390,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,-0.8
DOC010,CL0866,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,-0.23
